"Time","Found","Snow","Colour","Age","Hobby","Rank","Series","ParticipantID"
12.432,"Yes",FALSE,"Grey",23,"Yes",2,1,2002
2.09,"Yes",TRUE,"Brown",23,"Yes",3,1,2002
8.018,"Yes",FALSE,"Brown",23,"Yes",4,1,2002
8.16,"Yes",FALSE,"Brown",23,"Yes",5,1,2002
1.769,"Yes",TRUE,"Grey",23,"Yes",6,1,2002
2.967,"Yes",FALSE,"Grey",23,"Yes",7,1,2002
43.84,"Yes",TRUE,"Brown",23,"Yes",8,1,2002
4.147,"Yes",TRUE,"Grey",38,"Yes",1,5,2003
55.27,"Yes",FALSE,"Grey",38,"Yes",2,5,2003
4.888,"Yes",TRUE,"Brown",38,"Yes",3,5,2003
1.851,"Yes",FALSE,"Brown",38,"Yes",4,5,2003
1.317,"Yes",FALSE,"Brown",38,"Yes",5,5,2003
3.513,"Yes",TRUE,"Grey",38,"Yes",6,5,2003
2.646,"Yes",FALSE,"Grey",38,"Yes",7,5,2003
3.883,"Yes",TRUE,"Brown",38,"Yes",8,5,2003
6.898,"Yes",FALSE,"Grey",49,"No",1,4,2004
12.087,"Yes",TRUE,"Brown",49,"No",2,4,2004
9.878,"Yes",TRUE,"Grey",49,"No",3,4,2004
60,"No",FALSE,"Brown",49,"No",4,4,2004
1.448,"Yes",TRUE,"Brown",49,"No",5,4,2004
2.138,"Yes",FALSE,"Grey",49,"No",6,4,2004
3.705,"Yes",FALSE,"Brown",49,"No",7,4,2004
8.978,"Yes",TRUE,"Grey",49,"No",8,4,2004
60,"No",TRUE,"Grey",51,"No",1,6,2005
6.294,"Yes",FALSE,"Brown",51,"No",2,6,2005
24.813,"Yes",FALSE,"Grey",51,"No",3,6,2005
60,"No",TRUE,"Brown",51,"No",4,6,2005
5.995,"Yes",FALSE,"Brown",51,"No",5,6,2005
19.556,"Yes",TRUE,"Grey",51,"No",6,6,2005
4.176,"Yes",TRUE,"Brown",51,"No",7,6,2005
60,"No",FALSE,"Grey",51,"No",8,6,2005
60,"No",TRUE,"Grey",68,"No",1,1,2006
60,"No",FALSE,"Grey",68,"No",2,1,2006
27.951,"Yes",TRUE,"Brown",68,"No",3,1,2006
25.037,"Yes",FALSE,"Brown",68,"No",4,1,2006
6.519,"Yes",FALSE,"Brown",68,"No",5,1,2006
9.063,"Yes",TRUE,"Grey",68,"No",6,1,2006
3.165,"Yes",FALSE,"Grey",68,"No",7,1,2006
60,"No",TRUE,"Brown",68,"No",8,1,2006
6.355,"Yes",TRUE,"Grey",36,"No",1,1,2007
60,"No",FALSE,"Grey",36,"No",2,1,2007
5.385,"Yes",TRUE,"Brown",36,"No",3,1,2007
7.745,"Yes",FALSE,"Brown",36,"No",4,1,2007
4.579,"Yes",FALSE,"Brown",36,"No",5,1,2007
2.369,"Yes",TRUE,"Grey",36,"No",6,1,2007
3.942,"Yes",FALSE,"Grey",36,"No",7,1,2007
60,"No",TRUE,"Brown",36,"No",8,1,2007
3.748,"Yes",TRUE,"Brown",30,"No",1,7,2008
2.782,"Yes",TRUE,"Grey",30,"No",2,7,2008
2.252,"Yes",FALSE,"Brown",30,"No",3,7,2008
2.536,"Yes",FALSE,"Grey",30,"No",4,7,2008
2.128,"Yes",TRUE,"Brown",30,"No",5,7,2008
5.302,"Yes",FALSE,"Brown",30,"No",6,7,2008
5.418,"Yes",TRUE,"Grey",30,"No",7,7,2008
2.1,"Yes",FALSE,"Grey",30,"No",8,7,2008
60,"No",TRUE,"Grey",41,"No",1,1,2009
8.001,"Yes",FALSE,"Grey",41,"No",2,1,2009
17.161,"Yes",TRUE,"Brown",41,"No",3,1,2009
60,"No",FALSE,"Brown",41,"No",4,1,2009
5.841,"Yes",FALSE,"Brown",41,"No",5,1,2009
4.26,"Yes",TRUE,"Grey",41,"No",6,1,2009
7.313,"Yes",FALSE,"Grey",41,"No",7,1,2009
60,"No",TRUE,"Brown",41,"No",8,1,2009
60,"No",TRUE,"Grey",41,"No",1,6,2010
26.398,"Yes",FALSE,"Brown",41,"No",2,6,2010
2.196,"Yes",FALSE,"Grey",41,"No",3,6,2010
3.314,"Yes",TRUE,"Brown",41,"No",4,6,2010
2.982,"Yes",FALSE,"Brown",41,"No",5,6,2010
15.726,"Yes",TRUE,"Grey",41,"No",6,6,2010
16.059,"Yes",TRUE,"Brown",41,"No",7,6,2010
60,"No",FALSE,"Grey",41,"No",8,6,2010
2.099,"Yes",FALSE,"Grey",31,"No",1,4,2011
1.833,"Yes",TRUE,"Brown",31,"No",2,4,2011
2.267,"Yes",TRUE,"Grey",31,"No",3,4,2011
23.525,"Yes",FALSE,"Brown",31,"No",4,4,2011
0.744,"Yes",TRUE,"Brown",31,"No",5,4,2011
2.515,"Yes",FALSE,"Grey",31,"No",6,4,2011
1.897,"Yes",FALSE,"Brown",31,"No",7,4,2011
29.821,"Yes",TRUE,"Grey",31,"No",8,4,2011
3.342,"Yes",TRUE,"Grey",48,"No",1,2,2012
4.014,"Yes",FALSE,"Brown",48,"No",2,2,2012
6.09,"Yes",FALSE,"Grey",48,"No",3,2,2012
1.85,"Yes",TRUE,"Brown",48,"No",4,2,2012
1.922,"Yes",FALSE,"Brown",48,"No",5,2,2012
10.176,"Yes",TRUE,"Grey",48,"No",6,2,2012
10.364,"Yes",TRUE,"Brown",48,"No",7,2,2012
42.15,"Yes",FALSE,"Grey",48,"No",8,2,2012
9.383,"Yes",TRUE,"Grey",36,"Yes",1,5,2013
60,"No",FALSE,"Grey",36,"Yes",2,5,2013
2.1,"Yes",TRUE,"Brown",36,"Yes",3,5,2013
2.149,"Yes",FALSE,"Brown",36,"Yes",4,5,2013
60,"No",FALSE,"Brown",36,"Yes",5,5,2013
20.758,"Yes",TRUE,"Grey",36,"Yes",6,5,2013
5.981,"Yes",FALSE,"Grey",36,"Yes",7,5,2013
2.303,"Yes",TRUE,"Brown",36,"Yes",8,5,2013
2.934,"Yes",TRUE,"Grey",44,"Yes",1,1,2014
1.709,"Yes",FALSE,"Grey",44,"Yes",2,1,2014
1.683,"Yes",TRUE,"Brown",44,"Yes",3,1,2014
1.707,"Yes",FALSE,"Brown",44,"Yes",4,1,2014
6.074,"Yes",FALSE,"Brown",44,"Yes",5,1,2014
2.947,"Yes",TRUE,"Grey",44,"Yes",6,1,2014
1.755,"Yes",FALSE,"Grey",44,"Yes",7,1,2014
60,"No",TRUE,"Brown",44,"Yes",8,1,2014
5.248,"Yes",FALSE,"Grey",61,"Yes",1,4,2015
60,"No",TRUE,"Brown",61,"Yes",2,4,2015
29.071,"Yes",TRUE,"Grey",61,"Yes",3,4,2015
60,"No",FALSE,"Brown",61,"Yes",4,4,2015
1.986,"Yes",TRUE,"Brown",61,"Yes",5,4,2015
5.68,"Yes",FALSE,"Grey",61,"Yes",6,4,2015
3.248,"Yes",FALSE,"Brown",61,"Yes",7,4,2015
18.953,"Yes",TRUE,"Grey",61,"Yes",8,4,2015
4.627,"Yes",FALSE,"Grey",32,"No",1,8,2016
23.195,"Yes",TRUE,"Brown",32,"No",2,8,2016
36.884,"Yes",TRUE,"Grey",32,"No",3,8,2016
60,"No",FALSE,"Brown",32,"No",4,8,2016
2.977,"Yes",TRUE,"Brown",32,"No",5,8,2016
2.935,"Yes",FALSE,"Grey",32,"No",6,8,2016
5.151,"Yes",FALSE,"Brown",32,"No",7,8,2016
60,"No",TRUE,"Grey",32,"No",8,8,2016
7.222,"Yes",FALSE,"Grey",38,"No",1,8,2017
2.303,"Yes",TRUE,"Brown",38,"No",2,8,2017
60,"No",TRUE,"Grey",38,"No",3,8,2017
60,"No",FALSE,"Brown",38,"No",4,8,2017
2.06,"Yes",TRUE,"Brown",38,"No",5,8,2017
11.687,"Yes",FALSE,"Grey",38,"No",6,8,2017
2.826,"Yes",FALSE,"Brown",38,"No",7,8,2017
60,"No",TRUE,"Grey",38,"No",8,8,2017
2.741,"Yes",TRUE,"Brown",41,"No",1,3,2018
60,"No",TRUE,"Grey",41,"No",2,3,2018
2.039,"Yes",FALSE,"Brown",41,"No",3,3,2018
5.691,"Yes",FALSE,"Grey",41,"No",4,3,2018
3.344,"Yes",TRUE,"Brown",41,"No",5,3,2018
1.617,"Yes",FALSE,"Brown",41,"No",6,3,2018
10.144,"Yes",TRUE,"Grey",41,"No",7,3,2018
2.095,"Yes",FALSE,"Grey",41,"No",8,3,2018
2.922,"Yes",FALSE,"Grey",29,"No",1,4,2019
3.27,"Yes",TRUE,"Brown",29,"No",2,4,2019
5.384,"Yes",TRUE,"Grey",29,"No",3,4,2019
60,"No",FALSE,"Brown",29,"No",4,4,2019
1.704,"Yes",TRUE,"Brown",29,"No",5,4,2019
4.158,"Yes",FALSE,"Grey",29,"No",6,4,2019
5.45,"Yes",FALSE,"Brown",29,"No",7,4,2019
7.732,"Yes",TRUE,"Grey",29,"No",8,4,2019
2.966,"Yes",FALSE,"Grey",55,"No",1,4,2020
3.69,"Yes",TRUE,"Brown",55,"No",2,4,2020
7.602,"Yes",TRUE,"Grey",55,"No",3,4,2020
60,"No",FALSE,"Brown",55,"No",4,4,2020
2.84,"Yes",TRUE,"Brown",55,"No",5,4,2020
4.046,"Yes",FALSE,"Grey",55,"No",6,4,2020
4.678,"Yes",FALSE,"Brown",55,"No",7,4,2020
36.538,"Yes",TRUE,"Grey",55,"No",8,4,2020
19.606,"Yes",TRUE,"Grey",49,"No",1,1,2021
14.164,"Yes",FALSE,"Grey",49,"No",2,1,2021
4.018,"Yes",TRUE,"Brown",49,"No",3,1,2021
10.166,"Yes",FALSE,"Brown",49,"No",4,1,2021
7.344,"Yes",FALSE,"Brown",49,"No",5,1,2021
3.032,"Yes",TRUE,"Grey",49,"No",6,1,2021
22.752,"Yes",FALSE,"Grey",49,"No",7,1,2021
41.762,"Yes",TRUE,"Brown",49,"No",8,1,2021
5.547,"Yes",FALSE,"Grey",26,"No",1,8,2022
2.041,"Yes",TRUE,"Brown",26,"No",2,8,2022
12.366,"Yes",TRUE,"Grey",26,"No",3,8,2022
11.254,"Yes",FALSE,"Brown",26,"No",4,8,2022
4.13,"Yes",TRUE,"Brown",26,"No",5,8,2022
3.107,"Yes",FALSE,"Grey",26,"No",6,8,2022
4.57,"Yes",FALSE,"Brown",26,"No",7,8,2022
24.653,"Yes",TRUE,"Grey",26,"No",8,8,2022
2.699,"Yes",TRUE,"Grey",62,"Yes",1,2,2023
2.742,"Yes",FALSE,"Brown",62,"Yes",2,2,2023
2.382,"Yes",FALSE,"Grey",62,"Yes",3,2,2023
3.616,"Yes",TRUE,"Brown",62,"Yes",4,2,2023
1.961,"Yes",FALSE,"Brown",62,"Yes",5,2,2023
3.147,"Yes",TRUE,"Grey",62,"Yes",6,2,2023
4.431,"Yes",TRUE,"Brown",62,"Yes",7,2,2023
60,"No",FALSE,"Grey",62,"Yes",8,2,2023
5.023,"Yes",FALSE,"Grey",68,"No",1,8,2024
3.347,"Yes",TRUE,"Brown",68,"No",2,8,2024
20.943,"Yes",TRUE,"Grey",68,"No",3,8,2024
9.354,"Yes",FALSE,"Brown",68,"No",4,8,2024
6.776,"Yes",TRUE,"Brown",68,"No",5,8,2024
4.777,"Yes",FALSE,"Grey",68,"No",6,8,2024
2.308,"Yes",FALSE,"Brown",68,"No",7,8,2024
60,"No",TRUE,"Grey",68,"No",8,8,2024
4.899,"Yes",FALSE,"Grey",61,"No",1,8,2025
60,"No",TRUE,"Brown",61,"No",2,8,2025
59.931,"Yes",TRUE,"Grey",61,"No",3,8,2025
52.817,"Yes",FALSE,"Brown",61,"No",4,8,2025
7.415,"Yes",TRUE,"Brown",61,"No",5,8,2025
4.652,"Yes",FALSE,"Grey",61,"No",6,8,2025
6.784,"Yes",FALSE,"Brown",61,"No",7,8,2025
60,"No",TRUE,"Grey",61,"No",8,8,2025
2.112,"Yes",TRUE,"Brown",21,"No",1,3,2026
60,"No",TRUE,"Grey",21,"No",2,3,2026
1.612,"Yes",FALSE,"Brown",21,"No",3,3,2026
12.574,"Yes",FALSE,"Grey",21,"No",4,3,2026
8.772,"Yes",TRUE,"Brown",21,"No",5,3,2026
5.412,"Yes",FALSE,"Brown",21,"No",6,3,2026
3.87,"Yes",TRUE,"Grey",21,"No",7,3,2026
4.598,"Yes",FALSE,"Grey",21,"No",8,3,2026
2.499,"Yes",TRUE,"Grey",32,"No",1,2,2027
5.527,"Yes",FALSE,"Brown",32,"No",2,2,2027
5.543,"Yes",FALSE,"Grey",32,"No",3,2,2027
4.196,"Yes",TRUE,"Brown",32,"No",4,2,2027
1.97,"Yes",FALSE,"Brown",32,"No",5,2,2027
49.635,"Yes",TRUE,"Grey",32,"No",6,2,2027
6.238,"Yes",TRUE,"Brown",32,"No",7,2,2027
51.665,"Yes",FALSE,"Grey",32,"No",8,2,2027
1.578,"Yes",TRUE,"Brown",30,"No",1,3,2028
60,"No",TRUE,"Grey",30,"No",2,3,2028
2.704,"Yes",FALSE,"Brown",30,"No",3,3,2028
6.962,"Yes",FALSE,"Grey",30,"No",4,3,2028
6.53,"Yes",TRUE,"Brown",30,"No",5,3,2028
16.092,"Yes",FALSE,"Brown",30,"No",6,3,2028
15.88,"Yes",TRUE,"Grey",30,"No",7,3,2028
6.34,"Yes",FALSE,"Grey",30,"No",8,3,2028
5.515,"Yes",FALSE,"Grey",32,"No",1,8,2029
1.827,"Yes",TRUE,"Brown",32,"No",2,8,2029
3.75,"Yes",TRUE,"Grey",32,"No",3,8,2029
13.541,"Yes",FALSE,"Brown",32,"No",4,8,2029
1.519,"Yes",TRUE,"Brown",32,"No",5,8,2029
3.44,"Yes",FALSE,"Grey",32,"No",6,8,2029
3.534,"Yes",FALSE,"Brown",32,"No",7,8,2029
60,"No",TRUE,"Grey",32,"No",8,8,2029
41.459,"Yes",TRUE,"Grey",54,"No",1,1,2030
38.559,"Yes",FALSE,"Grey",54,"No",2,1,2030
2.658,"Yes",TRUE,"Brown",54,"No",3,1,2030
3.84,"Yes",FALSE,"Brown",54,"No",4,1,2030
13.776,"Yes",FALSE,"Brown",54,"No",5,1,2030
2.072,"Yes",TRUE,"Grey",54,"No",6,1,2030
2.96,"Yes",FALSE,"Grey",54,"No",7,1,2030
60,"No",TRUE,"Brown",54,"No",8,1,2030
12.58,"Yes",TRUE,"Brown",53,"Yes",1,7,2031
7.004,"Yes",TRUE,"Grey",53,"Yes",2,7,2031
2.138,"Yes",FALSE,"Brown",53,"Yes",3,7,2031
5.71,"Yes",FALSE,"Grey",53,"Yes",4,7,2031
6.684,"Yes",TRUE,"Brown",53,"Yes",5,7,2031
6.79,"Yes",FALSE,"Brown",53,"Yes",6,7,2031
10.348,"Yes",TRUE,"Grey",53,"Yes",7,7,2031
2.022,"Yes",FALSE,"Grey",53,"Yes",8,7,2031
1.744,"Yes",TRUE,"Grey",32,"No",1,2,2032
1.491,"Yes",FALSE,"Brown",32,"No",2,2,2032
6.148,"Yes",FALSE,"Grey",32,"No",3,2,2032
1.938,"Yes",TRUE,"Brown",32,"No",4,2,2032
2.461,"Yes",FALSE,"Brown",32,"No",5,2,2032
60,"No",TRUE,"Grey",32,"No",6,2,2032
6.19,"Yes",TRUE,"Brown",32,"No",7,2,2032
60,"No",FALSE,"Grey",32,"No",8,2,2032
5.232,"Yes",FALSE,"Grey",57,"Yes",1,4,2033
11.12,"Yes",TRUE,"Brown",57,"Yes",2,4,2033
6.836,"Yes",TRUE,"Grey",57,"Yes",3,4,2033
60,"No",FALSE,"Brown",57,"Yes",4,4,2033
1.456,"Yes",TRUE,"Brown",57,"Yes",5,4,2033
2.802,"Yes",FALSE,"Grey",57,"Yes",6,4,2033
4.282,"Yes",FALSE,"Brown",57,"Yes",7,4,2033
6.752,"Yes",TRUE,"Grey",57,"Yes",8,4,2033
3.628,"Yes",TRUE,"Grey",34,"No",1,5,2034
37.692,"Yes",FALSE,"Grey",34,"No",2,5,2034
3.86,"Yes",TRUE,"Brown",34,"No",3,5,2034
1.954,"Yes",FALSE,"Brown",34,"No",4,5,2034
5.136,"Yes",FALSE,"Brown",34,"No",5,5,2034
4.634,"Yes",TRUE,"Grey",34,"No",6,5,2034
2.478,"Yes",FALSE,"Grey",34,"No",7,5,2034
2.452,"Yes",TRUE,"Brown",34,"No",8,5,2034
5.187,"Yes",TRUE,"Grey",61,"Yes",1,1,2035
60,"No",FALSE,"Grey",61,"Yes",2,1,2035
5.51,"Yes",TRUE,"Brown",61,"Yes",3,1,2035
9.394,"Yes",FALSE,"Brown",61,"Yes",4,1,2035
4.965,"Yes",FALSE,"Brown",61,"Yes",5,1,2035
5.23,"Yes",TRUE,"Grey",61,"Yes",6,1,2035
3.971,"Yes",FALSE,"Grey",61,"Yes",7,1,2035
60,"No",TRUE,"Brown",61,"Yes",8,1,2035
15.064,"Yes",TRUE,"Grey",48,"No",1,6,2036
8.182,"Yes",FALSE,"Brown",48,"No",2,6,2036
6.302,"Yes",FALSE,"Grey",48,"No",3,6,2036
30.432,"Yes",TRUE,"Brown",48,"No",4,6,2036
5.014,"Yes",FALSE,"Brown",48,"No",5,6,2036
9.526,"Yes",TRUE,"Grey",48,"No",6,6,2036
2.944,"Yes",TRUE,"Brown",48,"No",7,6,2036
35.17,"Yes",FALSE,"Grey",48,"No",8,6,2036
20.76,"Yes",TRUE,"Grey",26,"No",1,6,2037
10.798,"Yes",FALSE,"Brown",26,"No",2,6,2037
2.896,"Yes",FALSE,"Grey",26,"No",3,6,2037
19.778,"Yes",TRUE,"Brown",26,"No",4,6,2037
2.496,"Yes",FALSE,"Brown",26,"No",5,6,2037
2.828,"Yes",TRUE,"Grey",26,"No",6,6,2037
3.026,"Yes",TRUE,"Brown",26,"No",7,6,2037
60,"No",FALSE,"Grey",26,"No",8,6,2037
27.274,"Yes",TRUE,"Grey",44,"No",1,1,2038
5.29,"Yes",FALSE,"Grey",44,"No",2,1,2038
5.077,"Yes",TRUE,"Brown",44,"No",3,1,2038
2.728,"Yes",FALSE,"Brown",44,"No",4,1,2038
8.455,"Yes",FALSE,"Brown",44,"No",5,1,2038
4.255,"Yes",TRUE,"Grey",44,"No",6,1,2038
9.686,"Yes",FALSE,"Grey",44,"No",7,1,2038
60,"No",TRUE,"Brown",44,"No",8,1,2038
5.889,"Yes",FALSE,"Grey",NA,"No",1,8,2039
2.835,"Yes",TRUE,"Brown",NA,"No",2,8,2039
3.594,"Yes",TRUE,"Grey",NA,"No",3,8,2039
3.799,"Yes",FALSE,"Brown",NA,"No",4,8,2039
2.264,"Yes",TRUE,"Brown",NA,"No",5,8,2039
4.068,"Yes",FALSE,"Grey",NA,"No",6,8,2039
4.621,"Yes",FALSE,"Brown",NA,"No",7,8,2039
12.5,"Yes",TRUE,"Grey",NA,"No",8,8,2039
3.358,"Yes",TRUE,"Brown",27,"No",1,3,2040
60,"No",TRUE,"Grey",27,"No",2,3,2040
2.582,"Yes",FALSE,"Brown",27,"No",3,3,2040
19.217,"Yes",FALSE,"Grey",27,"No",4,3,2040
9.432,"Yes",TRUE,"Brown",27,"No",5,3,2040
3.78,"Yes",FALSE,"Brown",27,"No",6,3,2040
2.377,"Yes",TRUE,"Grey",27,"No",7,3,2040
60,"No",FALSE,"Grey",27,"No",8,3,2040
1.904,"Yes",TRUE,"Brown",40,"No",1,3,2041
60,"No",TRUE,"Grey",40,"No",2,3,2041
4.434,"Yes",FALSE,"Brown",40,"No",3,3,2041
3.886,"Yes",FALSE,"Grey",40,"No",4,3,2041
3.882,"Yes",TRUE,"Brown",40,"No",5,3,2041
6.368,"Yes",FALSE,"Brown",40,"No",6,3,2041
9.132,"Yes",TRUE,"Grey",40,"No",7,3,2041
5.11,"Yes",FALSE,"Grey",40,"No",8,3,2041
5.546,"Yes",FALSE,"Grey",26,"No",1,4,2042
2.266,"Yes",TRUE,"Brown",26,"No",2,4,2042
3.361,"Yes",TRUE,"Grey",26,"No",3,4,2042
19.903,"Yes",FALSE,"Brown",26,"No",4,4,2042
1.038,"Yes",TRUE,"Brown",26,"No",5,4,2042
1.73,"Yes",FALSE,"Grey",26,"No",6,4,2042
8.35,"Yes",FALSE,"Brown",26,"No",7,4,2042
19.585,"Yes",TRUE,"Grey",26,"No",8,4,2042
1.948,"Yes",TRUE,"Grey",28,"No",1,5,2043
60,"No",FALSE,"Grey",28,"No",2,5,2043
1.514,"Yes",TRUE,"Brown",28,"No",3,5,2043
2.304,"Yes",FALSE,"Brown",28,"No",4,5,2043
1.643,"Yes",FALSE,"Brown",28,"No",5,5,2043
3.044,"Yes",TRUE,"Grey",28,"No",6,5,2043
1.908,"Yes",FALSE,"Grey",28,"No",7,5,2043
4.841,"Yes",TRUE,"Brown",28,"No",8,5,2043
3.442,"Yes",TRUE,"Brown",30,"No",1,3,2044
60,"No",TRUE,"Grey",30,"No",2,3,2044
2.51,"Yes",FALSE,"Brown",30,"No",3,3,2044
11.186,"Yes",FALSE,"Grey",30,"No",4,3,2044
6.282,"Yes",TRUE,"Brown",30,"No",5,3,2044
15.122,"Yes",FALSE,"Brown",30,"No",6,3,2044
3.636,"Yes",TRUE,"Grey",30,"No",7,3,2044
4.67,"Yes",FALSE,"Grey",30,"No",8,3,2044
8.428,"Yes",TRUE,"Grey",53,"Yes",1,6,2045
6.857,"Yes",FALSE,"Brown",53,"Yes",2,6,2045
3.21,"Yes",FALSE,"Grey",53,"Yes",3,6,2045
8.464,"Yes",TRUE,"Brown",53,"Yes",4,6,2045
13.04,"Yes",FALSE,"Brown",53,"Yes",5,6,2045
13.747,"Yes",TRUE,"Grey",53,"Yes",6,6,2045
1.847,"Yes",TRUE,"Brown",53,"Yes",7,6,2045
60,"No",FALSE,"Grey",53,"Yes",8,6,2045
60,"No",TRUE,"Brown",50,"No",1,3,2046
60,"No",TRUE,"Grey",50,"No",2,3,2046
3.24,"Yes",FALSE,"Brown",50,"No",3,3,2046
60,"No",FALSE,"Grey",50,"No",4,3,2046
6.724,"Yes",TRUE,"Brown",50,"No",5,3,2046
16.686,"Yes",FALSE,"Brown",50,"No",6,3,2046
4.446,"Yes",TRUE,"Grey",50,"No",7,3,2046
21.188,"Yes",FALSE,"Grey",50,"No",8,3,2046
3.541,"Yes",TRUE,"Grey",40,"No",1,5,2047
18.424,"Yes",FALSE,"Grey",40,"No",2,5,2047
4.06,"Yes",TRUE,"Brown",40,"No",3,5,2047
2.482,"Yes",FALSE,"Brown",40,"No",4,5,2047
2.891,"Yes",FALSE,"Brown",40,"No",5,5,2047
6.208,"Yes",TRUE,"Grey",40,"No",6,5,2047
2.689,"Yes",FALSE,"Grey",40,"No",7,5,2047
2.527,"Yes",TRUE,"Brown",40,"No",8,5,2047
3.868,"Yes",TRUE,"Grey",40,"No",1,5,2048
42.616,"Yes",FALSE,"Grey",40,"No",2,5,2048
4.541,"Yes",TRUE,"Brown",40,"No",3,5,2048
2.238,"Yes",FALSE,"Brown",40,"No",4,5,2048
1.812,"Yes",FALSE,"Brown",40,"No",5,5,2048
7.954,"Yes",TRUE,"Grey",40,"No",6,5,2048
1.886,"Yes",FALSE,"Grey",40,"No",7,5,2048
5.192,"Yes",TRUE,"Brown",40,"No",8,5,2048
3.868,"Yes",TRUE,"Brown",47,"No",1,3,2049
60,"No",TRUE,"Grey",47,"No",2,3,2049
2.778,"Yes",FALSE,"Brown",47,"No",3,3,2049
12.76,"Yes",FALSE,"Grey",47,"No",4,3,2049
4.212,"Yes",TRUE,"Brown",47,"No",5,3,2049
5.598,"Yes",FALSE,"Brown",47,"No",6,3,2049
4.2,"Yes",TRUE,"Grey",47,"No",7,3,2049
6.016,"Yes",FALSE,"Grey",47,"No",8,3,2049
4.594,"Yes",TRUE,"Grey",53,"No",1,6,2050
17.178,"Yes",FALSE,"Brown",53,"No",2,6,2050
6.069,"Yes",FALSE,"Grey",53,"No",3,6,2050
12.471,"Yes",TRUE,"Brown",53,"No",4,6,2050
7.921,"Yes",FALSE,"Brown",53,"No",5,6,2050
60,"No",TRUE,"Grey",53,"No",6,6,2050
5.797,"Yes",TRUE,"Brown",53,"No",7,6,2050
60,"No",FALSE,"Grey",53,"No",8,6,2050
3.36,"Yes",TRUE,"Grey",26,"No",1,2,2051
2.435,"Yes",FALSE,"Brown",26,"No",2,2,2051
3.345,"Yes",FALSE,"Grey",26,"No",3,2,2051
3.006,"Yes",TRUE,"Brown",26,"No",4,2,2051
3.474,"Yes",FALSE,"Brown",26,"No",5,2,2051
60,"No",TRUE,"Grey",26,"No",6,2,2051
7.094,"Yes",TRUE,"Brown",26,"No",7,2,2051
10.266,"Yes",FALSE,"Grey",26,"No",8,2,2051
9.024,"Yes",FALSE,"Grey",51,"No",1,4,2052
60,"No",TRUE,"Brown",51,"No",2,4,2052
4.676,"Yes",TRUE,"Grey",51,"No",3,4,2052
31.595,"Yes",FALSE,"Brown",51,"No",4,4,2052
1.717,"Yes",TRUE,"Brown",51,"No",5,4,2052
2.591,"Yes",FALSE,"Grey",51,"No",6,4,2052
3.267,"Yes",FALSE,"Brown",51,"No",7,4,2052
2.725,"Yes",TRUE,"Grey",51,"No",8,4,2052
18.515,"Yes",TRUE,"Grey",24,"No",1,1,2053
4.733,"Yes",FALSE,"Grey",24,"No",2,1,2053
2.022,"Yes",TRUE,"Brown",24,"No",3,1,2053
60,"No",FALSE,"Brown",24,"No",4,1,2053
5.19,"Yes",FALSE,"Brown",24,"No",5,1,2053
5.541,"Yes",TRUE,"Grey",24,"No",6,1,2053
2.752,"Yes",FALSE,"Grey",24,"No",7,1,2053
60,"No",TRUE,"Brown",24,"No",8,1,2053
2.384,"Yes",TRUE,"Brown",34,"No",1,3,2054
60,"No",TRUE,"Grey",34,"No",2,3,2054
2.178,"Yes",FALSE,"Brown",34,"No",3,3,2054
8.12,"Yes",FALSE,"Grey",34,"No",4,3,2054
3.52,"Yes",TRUE,"Brown",34,"No",5,3,2054
4.492,"Yes",FALSE,"Brown",34,"No",6,3,2054
7.506,"Yes",TRUE,"Grey",34,"No",7,3,2054
2.836,"Yes",FALSE,"Grey",34,"No",8,3,2054
1.794,"Yes",TRUE,"Brown",65,"No",1,3,2055
60,"No",TRUE,"Grey",65,"No",2,3,2055
2.703,"Yes",FALSE,"Brown",65,"No",3,3,2055
25.374,"Yes",FALSE,"Grey",65,"No",4,3,2055
4.633,"Yes",TRUE,"Brown",65,"No",5,3,2055
3.684,"Yes",FALSE,"Brown",65,"No",6,3,2055
29.612,"Yes",TRUE,"Grey",65,"No",7,3,2055
11.147,"Yes",FALSE,"Grey",65,"No",8,3,2055
60,"No",TRUE,"Grey",43,"No",1,1,2056
21.277,"Yes",FALSE,"Grey",43,"No",2,1,2056
4.094,"Yes",TRUE,"Brown",43,"No",3,1,2056
14.669,"Yes",FALSE,"Brown",43,"No",4,1,2056
9.337,"Yes",FALSE,"Brown",43,"No",5,1,2056
2.716,"Yes",TRUE,"Grey",43,"No",6,1,2056
11.471,"Yes",FALSE,"Grey",43,"No",7,1,2056
60,"No",TRUE,"Brown",43,"No",8,1,2056
7.702,"Yes",TRUE,"Grey",39,"No",1,5,2057
60,"No",FALSE,"Grey",39,"No",2,5,2057
4.424,"Yes",TRUE,"Brown",39,"No",3,5,2057
2.493,"Yes",FALSE,"Brown",39,"No",4,5,2057
3.291,"Yes",FALSE,"Brown",39,"No",5,5,2057
3.641,"Yes",TRUE,"Grey",39,"No",6,5,2057
8.037,"Yes",FALSE,"Grey",39,"No",7,5,2057
1.939,"Yes",TRUE,"Brown",39,"No",8,5,2057
4.344,"Yes",TRUE,"Grey",31,"No",1,6,2058
5.22,"Yes",FALSE,"Brown",31,"No",2,6,2058
5.148,"Yes",FALSE,"Grey",31,"No",3,6,2058
7.88,"Yes",TRUE,"Brown",31,"No",4,6,2058
3.178,"Yes",FALSE,"Brown",31,"No",5,6,2058
60,"No",TRUE,"Grey",31,"No",6,6,2058
