brood;individual;body mass;site
2020193;10815AD;92.5071277714575;S 49
2020193;16197AD;101.127688615364;S 32
2020193;18176AD;118.760872743624;S 31
2020193;13330AD;102.347654266164;S 21
2020194;18564AD;106.756852961121;S 34
2020194;11414AD;107.677886994666;S 28
2020194;14209AD;107.004186726904;S 23
2020194;13750AD;90.8759508394474;S 46
2020194;15101AD;111.26561271012;S 22
2020194;11423AD;115.875122004833;S 18
2020194;15267AD;101.60642830734;S 19
2020194;16189AD;93.4969201052314;S 42
2020194;15097AD;90.3725241151419;S 30
2020195;13955AD;90.441667236042;S 35
2020195;12964AD;105.076242256163;S 37
2020195;19893AD;82.0113724849031;S 32
2020195;16243AD;91.4311197620804;S 39
2020195;15768AD;96.9052397532926;S 10
2020195;17635AD;109.410336734194;S 37
2020195;17399AD;97.7389163470076;S 49
2020195;12097AD;100.997422326346;S 40
2020196;19200AD;131.59796287809;S 30
2020196;18762AD;124.498851859669;S 22
2020196;16766AD;124.365417524296;S 33
2020196;15047AD;128.949310602827;S 18
2020196;10672AD;146.646264454226;S 18
2020196;12101AD;112.376586788888;S 32
2020197;10959AD;85.8435421180425;S 49
2020197;10805AD;85.5773202145971;S 40
2020197;18764AD;113.340811483925;S 31
2020197;15690AD;100.748955618578;S 10
2020197;19399AD;76.293689376464;S 39
2020197;17649AD;82.0229416545484;S 35
2020197;17613AD;100.127212917427;S 49
2020197;18483AD;69.5585775654401;S 29
2020198;11075AD;80.0681784163603;S 43
2020198;16542AD;87.8779483823757;S 23
2020198;10994AD;102.165746739418;S 21
2020198;14962AD;98.5217155160314;S 49
2020198;11970AD;95.2799676503001;S 37
2020198;14731AD;102.359994590535;S 21
2020199;12459AD;124.556598983199;S 28
2020199;11242AD;106.497974967111;S 37
2020199;10758AD;126.970908921569;S 36
2020199;13233AD;122.352751521027;S 47
2020199;17310AD;97.9591800086334;S 31
2020199;11379AD;128.135616405672;S 11
2020199;10502AD;112.793155895512;S 34
2020200;19313AD;94.2387913210314;S 22
2020200;15299AD;104.732865974805;S 27
2020200;17444AD;95.0530701517271;S 19
2020200;18650AD;97.5706537179186;S 43
2020200;12369AD;90.3153602397834;S 45
2020200;18983AD;98.3737492184338;S 33
2020201;11738AD;114.264740313679;S 43
2020201;16367AD;123.852906650895;S 16
2020201;12286AD;97.792233509658;S 24
2020201;17914AD;111.477350447536;S 26
2020201;11331AD;115.461106160141;S 22
2020201;14649AD;102.468138595863;S 31
2020201;16066AD;111.372830694663;S 13
2020201;10532AD;108.660546447363;S 16
2020202;18223AD;104.883434562799;S 34
2020202;10271AD;96.3964951010801;S 12
2020202;15773AD;108.427735927024;S 15
2020202;12008AD;115.816445153183;S 44
2020202;13125AD;80.1413560917401;S 27
2020202;17245AD;107.075727681351;S 32
2020203;15790AD;119.138615654697;S 28
2020203;18065AD;112.916062796958;S 35
2020203;11707AD;113.774715179468;S 39
2020203;19833AD;109.559787796565;S 35
2020203;10887AD;132.757585338009;S 44
2020203;12837AD;109.984796766952;S 16
2020203;16052AD;97.9248241666974;S 18
2020203;15009AD;109.27682387894;S 42
2020204;10255AD;93.9143059788383;S 11
2020204;18959AD;76.668594128096;S 22
2020204;11055AD;99.6991214092755;S 48
2020204;19703AD;95.8736896875698;S 20
2020204;12313AD;108.561084037825;S 33
2020204;13575AD;95.9745369500317;S 20
2020204;19494AD;111.215458407574;S 31
2020205;15212AD;96.9874887569473;S 40
2020205;18503AD;90.0371402933454;S 19
2020205;15178AD;104.05160970877;S 42
2020205;12714AD;107.379105393371;S 22
2020205;19597AD;92.6344545617655;S 17
2020206;16099AD;105.582489220554;S 20
2020206;13829AD;79.2428766668214;S 38
2020206;18920AD;97.8581159842498;S 17
2020206;12126AD;80.0886156995521;S 32
2020206;13307AD;85.3404185805015;S 35
2020206;10379AD;122.494002977357;S 12
2020206;13015AD;97.1091866081287;S 41
2020206;11509AD;122.272410699676;S 37
2020207;14441AD;83.792553669337;S 37
2020207;11124AD;109.689787604663;S 23
2020207;19768AD;113.890194799127;S 41
2020207;19727AD;95.429140602974;S 23
2020207;14861AD;97.9293057447065;S 44
2020207;16580AD;97.445576991748;S 49
2020208;10924AD;88.3400101156862;S 27
2020208;16221AD;90.0285542649674;S 32
2020208;15597AD;114.210066042725;S 41
2020209;19591AD;101.720888487328;S 41
2020209;14618AD;94.6556735023498;S 22
2020209;18912AD;91.1319700341617;S 24
2020209;18624AD;104.025804200018;S 12
2020209;17988AD;91.7375256138646;S 29
2020209;13309AD;103.688065547376;S 36
2020209;11982AD;96.5209944234875;S 32
2020209;13609AD;97.911757474326;S 22
2020210;17274AD;116.935371834821;S 15
2020210;16621AD;106.39067420123;S 11
2020210;12979AD;98.008722759942;S 30
2020210;14757AD;108.452113662694;S 20
2020210;16013AD;100.617799831259;S 11
2020210;14707AD;102.54680842565;S 10
2020210;16465AD;84.2227368095363;S 23
2020211;14078AD;89.8263651000173;S 19
2020211;19443AD;98.3503954912784;S 48
2020211;18602AD;110.693364088243;S 45
2020211;16402AD;98.1831201417995;S 31
2020211;13406AD;82.4953642153664;S 44
2020211;14693AD;83.4010660904886;S 32
2020211;14777AD;88.0272565941561;S 32
2020211;18078AD;89.3495790306346;S 27
2020211;13885AD;103.001811061285;S 37
2020212;18058AD;136.189478325764;S 42
2020212;14591AD;114.15855667569;S 43
2020212;17962AD;111.818850712131;S 30
2020212;12031AD;107.660339706043;S 25
2020212;16388AD;117.556855295375;S 43
2020212;12981AD;110.365020230455;S 48
2020212;19746AD;127.047361753549;S 19
2020213;16467AD;111.516932537813;S 19
2020213;10006AD;99.1388058182381;S 24
2020213;12678AD;101.928608113825;S 44
2020213;11478AD;89.0172028499519;S 13
2020213;11751AD;94.8918170696979;S 32
2020213;15541AD;91.5398330917295;S 17
2020213;18282AD;101.580928008565;S 11
2020213;13497AD;115.024640317485;S 38
2020213;13528AD;117.103902332019;S 22
2020214;18467AD;96.1994890205739;S 41
2020214;12249AD;115.261644696403;S 19
2020214;10189AD;77.6976995475841;S 42
2020214;13063AD;96.0357048095018;S 42
2020214;14980AD;79.5606509102994;S 11
2020215;16790AD;90.2339845200425;S 16
2020215;13948AD;84.4740970729989;S 26
2020215;14356AD;66.1270497952416;S 17
2020215;14104AD;82.6127269102128;S 31
2020215;18773AD;72.581931028383;S 10
2020215;18880AD;77.4699378870681;S 44
2020215;15443AD;73.8160640094335;S 16
2020216;13818AD;105.828967186746;S 48
2020216;18154AD;85.0781387791164;S 30
2020216;10536AD;72.3421955079782;S 18
2020216;18999AD;93.9193753401615;S 39
2020216;17016AD;92.7404006548274;S 18
2020217;10928AD;64.8613176814661;S 22
2020217;11912AD;80.7670976574195;S 42
2020217;17103AD;88.9557213572472;S 31
2020217;12970AD;86.4402455099735;S 40
2020217;17575AD;81.3191261639544;S 45
2020217;17115AD;60.3181397928715;S 28
2020217;16019AD;67.7075555455747;S 13
2020218;10469AD;92.8389893922428;S 34
2020218;14874AD;83.1383906083847;S 17
2020218;19237AD;99.0348560994422;S 31
2020218;13393AD;77.6260544011672;S 35
2020218;15017AD;90.8316874928556;S 36
2020218;12669AD;110.568021519623;S 45
2020218;12911AD;93.6174518249162;S 42
2020218;16040AD;95.0042777037777;S 15
2020219;18665AD;91.6211779975642;S 17
2020219;11977AD;87.3696625061263;S 13
2020219;10163AD;104.82650823638;S 31
2020219;18765AD;101.319170695503;S 23
2020219;19681AD;88.8172526149502;S 22
2020220;17827AD;112.787103171779;S 38
2020220;15963AD;123.944403206764;S 28
2020220;10405AD;118.269128331594;S 26
2020220;17925AD;122.84993117293;S 27
2020220;13998AD;127.057699383178;S 27
2020220;16411AD;108.460459842988;S 19
2020221;14303AD;102.269851108087;S 40
2020221;17541AD;112.510948170667;S 15
2020221;14849AD;102.735556373134;S 25
2020221;14012AD;100.673497481132;S 42
2020221;17026AD;105.788425735432;S 36
2020221;10436AD;115.355574013393;S 24
2020221;11083AD;113.576965877402;S 40
2020222;16034AD;118.99967268384;S 30
2020222;15913AD;117.748115065217;S 49
2020222;19052AD;100.819106311737;S 30
2020222;14773AD;99.4392693801226;S 24
2020222;13397AD;120.842264521171;S 12
2020222;15784AD;108.442528766599;S 13
2020222;18269AD;101.985897556207;S 43
2020223;19428AD;93.6387540008873;S 15
2020223;16131AD;113.649024396894;S 16
2020223;12215AD;109.287424042967;S 18
2020223;12436AD;101.314133975394;S 21
2020223;13856AD;108.821180727995;S 48
2020223;17221AD;103.932391160796;S 36
2020223;10454AD;106.98224241563;S 11
2020223;17374AD;127.602740671607;S 23
2020224;13473AD;99.5381527730709;S 37
2020224;11448AD;95.2850181823068;S 41
2020224;16894AD;104.01774512794;S 42
2020224;12201AD;111.009860696928;S 48
2020224;12571AD;92.8295907165967;S 34
2020224;12317AD;76.6807673809782;S 41
2020224;16524AD;85.810103248483;S 37
2020225;11189AD;68.3263997394649;S 13
2020225;15409AD;107.456470667112;S 13
2020225;11920AD;91.4878875799788;S 35
2020225;12570AD;77.6391760419575;S 15
2020226;19227AD;97.5209695636663;S 42
2020226;15343AD;98.3579462335998;S 43
2020226;17203AD;116.040043619898;S 34
2020226;13568AD;101.828702537504;S 29
2020226;16239AD;103.667890568989;S 23
2020226;14744AD;101.139625160057;S 29
2020226;11901AD;99.6416348145006;S 48
2020226;15420AD;104.903558303573;S 12
2020226;11168AD;94.4060146155893;S 30
2020227;11686AD;115.975219349353;S 14
2020227;11892AD;102.115710954944;S 29
2020227;17520AD;108.603808852639;S 26
2020227;15997AD;114.383179150747;S 25
2020227;11133AD;111.218659614006;S 47
2020227;14034AD;94.4367765209329;S 42
2020228;13281AD;95.726824530497;S 39
2020228;15521AD;86.9527649400749;S 29
2020228;17784AD;81.3577512421711;S 21
2020228;12300AD;92.2215091163478;S 16
2020228;10669AD;91.7438123199641;S 21
2020229;18793AD;118.681344604192;S 10
2020229;12290AD;124.120896672744;S 32
2020229;15030AD;103.077417648158;S 29
2020229;10759AD;110.833230845513;S 16
2020229;12483AD;133.115073797502;S 34
2020229;12472AD;111.473093837072;S 38
2020229;16633AD;120.201794166958;S 14
2020229;12954AD;101.192837361172;S 41
2020229;12910AD;121.713071876935;S 32
2020230;10864AD;119.834798253361;S 36
2020230;14170AD;93.3604209574223;S 18
2020230;17301AD;100.049948055214;S 42
2020230;10997AD;118.928349765452;S 24
2020230;14562AD;102.891374803114;S 21
2020230;17982AD;99.5204371490051;S 44
2020230;17027AD;98.9212745094622;S 17
2020230;13807AD;99.2289654459693;S 25
2020231;10958AD;77.8771513352748;S 19
2020231;18609AD;64.4363053398785;S 13
2020231;10546AD;79.098504311984;S 37
2020231;11711AD;73.7347776513753;S 38
2020231;17521AD;68.4434368546917;S 11
2020231;17240AD;61.8764597967042;S 20
2020231;19658AD;54.9241503965272;S 15
2020232;10208AD;88.0791532736834;S 22
2020232;17740AD;95.7004241293412;S 11
2020232;12072AD;95.6785453449364;S 26
2020232;12486AD;107.051935679023;S 22
2020232;15410AD;95.35369182243;S 49
2020232;11098AD;96.6439513701012;S 17
2020232;10390AD;105.068112101975;S 36
2020233;16753AD;88.4267051263858;S 45
2020233;18252AD;98.6805355664038;S 18
2020233;10575AD;84.1985627338861;S 46
2020233;11433AD;81.3636261129448;S 48
2020233;18976AD;102.705877962109;S 28
2020233;19915AD;84.6670127048443;S 29
2020233;15873AD;100.86766571436;S 37
2020234;15821AD;83.2111015137018;S 32
2020234;12729AD;69.0905145771068;S 39
2020234;18580AD;63.6461190350331;S 37
2020234;13619AD;73.6861735139711;S 30
2020234;11547AD;80.6947557019468;S 18
2020234;14481AD;64.4835404098441;S 11
2020234;13378AD;75.6001683715338;S 12
2020234;18056AD;75.2874688649041;S 32
2020235;15040AD;122.284974631334;S 41
2020235;17334AD;81.0776429165362;S 10
2020235;17604AD;96.9972182160889;S 35
2020235;18057AD;71.0142276208063;S 43
2020235;18164AD;97.8832324501995;S 22
2020235;11467AD;92.7226850678226;S 39
2020236;15900AD;109.738356713687;S 26
2020236;19332AD;114.020731141824;S 27
2020236;18897AD;124.469546379182;S 16
2020236;15475AD;116.133919078512;S 13
2020236;15020AD;109.1513703747;S 19
2020236;19744AD;118.417238016998;S 17
2020236;12637AD;107.803193519131;S 38
2020237;14834AD;98.2967195831354;S 43
2020237;18898AD;104.345719311852;S 43
2020237;13886AD;85.1673985793646;S 41
2020237;14802AD;93.2428216941865;S 12
2020237;12681AD;86.8454815066185;S 40
2020237;12393AD;86.105071691385;S 39
2020237;17373AD;96.0581833469177;S 13
2020237;14195AD;100.225570494003;S 45
2020238;18194AD;80.7888807350207;S 40
2020238;17684AD;111.906196493013;S 39
2020238;19798AD;108.145026338259;S 22
2020238;18479AD;90.8151396042717;S 27
2020238;13525AD;96.3419798027965;S 24
2020238;19543AD;108.913978159894;S 19
2020238;14083AD;109.287219240506;S 39
2020238;17199AD;100.810754833429;S 30
2020239;19611AD;106.040553226565;S 30
2020239;11232AD;91.3408973104547;S 43
2020239;11733AD;81.4060875568414;S 26
2020239;15899AD;97.5757502648699;S 38
2020239;19299AD;109.656951142804;S 21
2020239;13738AD;115.62797055337;S 30
2020239;19711AD;79.1985217222161;S 21
2020239;19141AD;105.797493574149;S 40
2020239;11997AD;118.439394897613;S 27
2020240;15335AD;127.617877398716;S 41
2020240;14136AD;106.86631828138;S 23
2020240;10183AD;116.006885141238;S 42
2020240;11454AD;120.19606699788;S 25
2020240;17669AD;107.733214514617;S 10
2020240;12738AD;106.889701005115;S 12
2020240;12846AD;93.8215444538215;S 18
2020240;11882AD;114.82041387439;S 29
2020240;17085AD;95.3163361463449;S 31
2020241;14391AD;98.8122135429748;S 25
2020241;16632AD;105.211654041792;S 17
2020241;12441AD;81.1144705580444;S 45
2020241;10445AD;95.744083419075;S 36
2020241;16674AD;98.7318276953251;S 19
2020241;11949AD;96.9022112939441;S 21
2020242;11305AD;83.6583493904361;S 18
2020242;17716AD;79.5237778029711;S 13
2020242;14592AD;69.1051849370456;S 25
2020242;19245AD;100.401589000152;S 29
2020242;11264AD;95.4750276697035;S 13
2020242;14909AD;88.7589941407058;S 19
2020242;15360AD;107.33719209804;S 30
2020243;14409AD;108.438054583953;S 17
2020243;10898AD;116.692977604842;S 40
2020243;14354AD;147.600849769556;S 27
2020243;19619AD;102.485129144028;S 14
2020243;18461AD;126.367668792166;S 30
2020243;13492AD;112.341170936091;S 22
2020243;18533AD;131.358342173662;S 27
2020243;12907AD;119.831965683446;S 37
2020243;16587AD;112.423601227996;S 30
2020244;19538AD;113.078914154733;S 29
2020244;11729AD;90.4621948230675;S 15
2020244;13577AD;115.131879824501;S 32
2020244;10966AD;122.622876733304;S 43
2020245;15843AD;141.945348797761;S 28
2020245;10027AD;110.823433654724;S 27
2020245;14913AD;115.262328596049;S 15
2020245;12790AD;138.77366730917;S 38
2020245;17006AD;133.975013016157;S 12
2020245;18675AD;141.606968570338;S 49
2020245;10577AD;133.765109873055;S 33
2020246;11886AD;85.8538013239217;S 18
2020246;19175AD;87.2185785350034;S 42
2020246;13339AD;67.7611695940763;S 38
2020246;15272AD;69.9997076629733;S 42
2020246;15858AD;93.1892277047145;S 45
2020246;11847AD;65.1111525687186;S 32
2020246;11844AD;81.5635214350721;S 35
2020246;13976AD;83.0031652403009;S 35
2020247;14588AD;113.783141218904;S 12
2020247;16653AD;119.107511879802;S 10
2020247;15506AD;121.313316580132;S 38
2020247;13921AD;112.353284856201;S 18
2020247;10350AD;124.553687513837;S 48
2020247;10187AD;125.458070915724;S 45
2020248;19502AD;107.126286946205;S 37
2020248;10144AD;94.3452427019743;S 49
2020248;13134AD;99.2482544488405;S 26
2020248;15755AD;94.9183875509827;S 38
2020248;16883AD;95.348266010202;S 44
2020248;19887AD;88.5345650225988;S 22
2020248;17217AD;99.293969003886;S 30
2020249;14577AD;101.499533480744;S 17
2020249;17820AD;108.001725483449;S 35
2020249;11306AD;110.703571175784;S 19
2020249;16151AD;112.182810644525;S 24
2020249;18108AD;98.4888851093165;S 21
2020249;15534AD;113.380140574401;S 42
2020249;11809AD;100.589628853571;S 41
2020250;17691AD;141.394045256745;S 36
2020250;10972AD;132.872756818745;S 28
2020250;16598AD;132.054690845761;S 24
2020250;12675AD;130.985080832073;S 40
2020250;16423AD;113.584011663973;S 42
2020250;17608AD;123.996609906493;S 24
2020250;18907AD;117.302658436349;S 45
2020250;19382AD;117.555200173171;S 12
2020251;16680AD;125.745883771737;S 19
2020251;18219AD;116.708555305319;S 44
2020251;18287AD;100.571786211284;S 40
2020252;13024AD;113.521685059871;S 46
2020252;10374AD;115.577166690148;S 16
2020252;19280AD;111.370384272774;S 28
2020252;18729AD;102.628306865601;S 38
2020252;17424AD;108.076412767172;S 18
2020252;11031AD;116.214794977519;S 24
2020252;10989AD;115.37969603933;S 30
2020253;17826AD;91.7696052655187;S 23
2020253;18867AD;126.685436239992;S 21
2020253;10872AD;104.568371507271;S 47
2020253;18822AD;93.6046583258412;S 10
2020253;17633AD;118.898616683547;S 20
2020253;11333AD;106.306879359984;S 42
2020253;10433AD;116.127701983983;S 41
2020254;14262AD;94.6595205895627;S 19
2020254;11881AD;121.83351775535;S 32
2020254;15051AD;115.437641274879;S 37
2020254;17618AD;116.752140899109;S 22
2020254;17648AD;92.4758446595166;S 29
2020254;14496AD;94.8507459781972;S 26
2020254;16325AD;122.389861794966;S 40
2020255;19220AD;103.180273666517;S 30
2020255;15123AD;97.8834314866854;S 37
2020255;15702AD;98.4820725421935;S 24
2020255;10452AD;94.6696177346328;S 27
2020255;11864AD;108.81719351569;S 45
2020255;15339AD;103.743606359584;S 29
2020255;11609AD;95.4226955384915;S 32
2020256;17745AD;114.411930396276;S 41
2020256;11569AD;123.950363423174;S 18
2020256;12345AD;113.469377843;S 36
2020256;14711AD;125.47976215972;S 17
2020256;15295AD;103.10819620311;S 10
2020256;15079AD;98.2364594082418;S 47
2020257;14940AD;105.369464286584;S 23
2020257;19176AD;109.541620990876;S 41
2020257;15106AD;103.744045804462;S 43
2020257;11471AD;115.539409647381;S 40
2020257;16745AD;120.250648263042;S 34
2020258;15466AD;97.3026652165385;S 36
2020258;14066AD;93.5984992374788;S 11
2020258;11277AD;70.6330494794097;S 15
2020258;14075AD;90.4677703718972;S 28
2020258;11959AD;90.0462221426345;S 17
2020258;11958AD;91.8188959819861;S 11
2020258;13458AD;94.894432495412;S 29
2020259;11243AD;98.8050922065391;S 26
2020259;19050AD;99.2888879056523;S 34
2020259;11155AD;110.434470740307;S 28
2020259;10185AD;116.790474949164;S 32
2020259;19973AD;96.4909290327794;S 33
2020259;19293AD;99.5013044123211;S 24
2020259;12427AD;105.123587210253;S 41
2020259;13185AD;96.3744730388355;S 20
2020260;15571AD;101.132385966803;S 14
2020260;17823AD;103.61682320926;S 32
2020260;14255AD;92.5075040795314;S 20
2020260;13969AD;103.663353864057;S 46
2020260;13866AD;86.3459322452414;S 37
2020260;14085AD;99.7535248591197;S 28
2020260;18875AD;107.06217880738;S 40
2020260;12183AD;111.992100623222;S 17
2020261;12248AD;87.835325035739;S 28
2020261;11072AD;77.0540766045971;S 47
2020261;18476AD;63.2762153891113;S 34
2020261;17629AD;82.708411860344;S 21
2020261;16056AD;72.8092648866464;S 29
2020261;11129AD;96.7064736006023;S 34
2020261;16721AD;85.4638513136451;S 42
2020261;14100AD;102.284402944538;S 10
2020261;18921AD;67.8095998180541;S 29
2020262;17676AD;95.8247656216439;S 16
2020262;11204AD;109.346845532546;S 11
2020262;18718AD;108.946821406202;S 35
2020262;14243AD;91.9333085412325;S 20
2020262;10770AD;102.701262577063;S 16
2020262;16718AD;121.411735907379;S 23
2020262;17710AD;84.8733947092188;S 40
2020262;14799AD;100.294816118491;S 30
2020263;13219AD;95.0716363617611;S 28
2020263;13513AD;82.8099944094401;S 12
2020263;15501AD;80.4397354015647;S 44
2020263;14374AD;94.7209461164083;S 33
2020263;13925AD;79.4276016585502;S 47
2020264;13959AD;83.504507442382;S 11
2020264;12967AD;62.5197455672656;S 31
2020264;19243AD;73.5306526099975;S 48
2020264;11158AD;75.5916390633607;S 14
2020264;10115AD;70.5921672810009;S 45
2020264;10700AD;80.6358883819926;S 14
2020264;15240AD;88.7398698826124;S 16
2020265;10705AD;66.5902073196489;S 30
2020265;13905AD;64.1534307545255;S 36
2020265;16586AD;67.5354732742004;S 34
2020265;14806AD;73.7648365385973;S 44
2020266;14117AD;110.013727012808;S 47
2020266;16622AD;87.3985391051427;S 35
2020266;17680AD;100.124945498179;S 26
2020266;16002AD;93.593988991872;S 24
2020266;12938AD;102.089576561802;S 13
2020266;16285AD;82.6854892057129;S 37
2020266;13139AD;109.846380954249;S 26
2020266;19145AD;102.268087418602;S 15
2020266;17277AD;116.359845591294;S 30
2020267;14772AD;109.496637679433;S 35
2020267;19225AD;84.2101086165985;S 37
2020267;10462AD;88.2268198524166;S 26
2020267;18696AD;91.3343002682;S 18
2020267;11300AD;95.5969292213127;S 47
2020267;11641AD;89.5339361392505;S 32
2020267;15586AD;69.0015153283447;S 26
2020268;11060AD;114.451987696636;S 43
2020268;12968AD;103.270124020843;S 29
2020268;14887AD;114.601506511999;S 38
2020268;18180AD;103.201007316644;S 30
2020268;15727AD;89.2060542930394;S 12
2020268;15683AD;99.0782722095682;S 41
2020269;17430AD;88.9128756705607;S 47
2020269;18207AD;98.6242658989825;S 42
2020269;13645AD;96.4755591036669;S 40
2020269;12389AD;95.1865801252014;S 25
2020269;18679AD;91.1233417635259;S 43
2020269;18872AD;96.0906826529021;S 11
2020269;19922AD;98.8113603630927;S 43
2020269;16643AD;99.946219376169;S 30
2020270;17810AD;102.94258379153;S 10
2020270;13863AD;78.9099296417991;S 32
2020270;16104AD;98.7644024577189;S 35
2020270;17434AD;76.5581362124635;S 38
2020270;15715AD;74.2888937748034;S 19
2020270;17567AD;95.6990883001861;S 24
2020270;19410AD;79.8995608186119;S 28
2020270;19130AD;78.5377154509884;S 33
2020270;14919AD;100.465688767021;S 29
2020271;12670AD;107.083103056708;S 26
2020271;18485AD;100.70598681634;S 43
2020271;16472AD;101.888086467791;S 19
2020271;10251AD;107.029084294318;S 41
2020271;16409AD;103.571921041514;S 24
2020272;13265AD;131.736177899972;S 31
2020272;11440AD;130.332503066719;S 44
2020272;16232AD;124.185047530419;S 41
2020272;17548AD;95.5055893225593;S 13
2020272;12415AD;140.666953609482;S 47
2020272;16559AD;132.055668328936;S 18
2020272;16201AD;113.734133061099;S 15
2020273;14929AD;126.274831219264;S 46
2020273;11061AD;119.257444435873;S 45
2020273;11049AD;122.564744482582;S 30
2020273;15694AD;125.841138588813;S 18
2020273;17147AD;102.908220535115;S 22
2020274;17052AD;95.5459683717512;S 44
2020274;17518AD;95.8584312932836;S 14
2020274;18640AD;76.452276124291;S 40
2020274;11865AD;92.4384016106542;S 46
2020274;16871AD;86.8212575064691;S 46
2020274;16401AD;92.9907970012221;S 37
2020274;18717AD;78.9651988580938;S 39
2020275;11672AD;122.412442881036;S 10
2020275;10803AD;112.701853742002;S 15
2020275;12186AD;119.597395724483;S 30
2020275;13732AD;121.129979087409;S 48
2020275;18314AD;111.589861087733;S 16
2020275;19714AD;113.318716141664;S 38
2020275;15065AD;124.832082912649;S 39
2020275;19758AD;101.83511373757;S 26
2020276;17637AD;100.577921133169;S 18
2020276;19194AD;102.345066670228;S 46
2020276;18774AD;98.2002490574497;S 38
2020276;12151AD;104.193427338794;S 36
2020276;12650AD;109.706190456474;S 13
2020276;12015AD;86.9771683323459;S 37
2020276;16743AD;90.6864703800274;S 45
2020276;12922AD;105.600574675271;S 47
2020277;14079AD;83.1243288891329;S 42
2020277;14212AD;91.9718975437261;S 38
2020277;14654AD;82.3193139654922;S 49
2020277;12150AD;85.9923115930905;S 12
2020277;18147AD;90.1306563238505;S 16
2020277;16663AD;76.9598409080466;S 28
2020278;16613AD;102.058387395973;S 22
2020278;17379AD;99.7768690215897;S 32
2020278;15929AD;89.3315901219476;S 38
2020278;18275AD;101.955002242669;S 38
2020278;12089AD;91.9694649154806;S 35
2020278;12079AD;111.581851044457;S 17
2020279;10360AD;102.721416281737;S 11
2020279;14257AD;100.223783904771;S 13
2020279;14846AD;100.979801153129;S 48
2020279;19731AD;119.198305370241;S 11
2020279;19622AD;112.647227250186;S 30
2020279;17806AD;110.257052690754;S 49
2020279;13038AD;123.689476394965;S 24
2020280;11116AD;100.839796208473;S 12
2020280;16076AD;108.536410539643;S 35
2020280;16280AD;82.9768740518209;S 13
2020280;18118AD;88.9229850038602;S 37
2020280;19861AD;80.8591119951312;S 40
2020280;13451AD;85.6853607103859;S 15
2020280;17788AD;82.0924479913256;S 40
2020280;12621AD;95.0347244475319;S 10
2020280;11956AD;94.7747289634668;S 20
2020281;15808AD;104.755482787353;S 15
2020281;13464AD;113.777411835994;S 28
2020281;17170AD;113.228439451178;S 45
2020281;12350AD;105.015114860313;S 40
2020282;17636AD;81.5530641044035;S 26
2020282;11915AD;99.2912234370208;S 46
2020282;19975AD;116.206719451683;S 21
2020282;12762AD;95.250175531983;S 48
2020282;19872AD;77.5538303221681;S 46
2020282;14765AD;97.3611835666301;S 31
2020283;19378AD;108.254163501746;S 30
2020283;18514AD;119.176714137075;S 45
2020283;18018AD;106.963229817673;S 17
2020283;12547AD;110.529628020984;S 20
2020283;15008AD;84.3289833801008;S 42
2020283;17587AD;105.391294779521;S 28
2020283;11578AD;97.9233714166161;S 43
2020283;11621AD;98.7843531357033;S 45
2020283;10635AD;107.271852164663;S 25
2020284;11662AD;86.7807097060039;S 22
2020284;18517AD;94.7743558411579;S 22
2020284;10159AD;88.4528828964242;S 15
2020284;16770AD;90.2773423324977;S 42
2020284;17339AD;100.380780868132;S 22
2020284;19271AD;80.4383671486418;S 23
2020285;11511AD;59.3380738357167;S 27
2020285;14556AD;66.4410444913213;S 43
2020285;15807AD;70.560942332642;S 29
2020285;19254AD;65.0979562342486;S 38
2020285;15001AD;68.3682824148602;S 46
2020285;11171AD;69.9581354561189;S 48
2020285;17545AD;37.3228148434446;S 41
2020286;16387AD;112.266191325723;S 21
2020286;17517AD;132.870424126228;S 46
2020286;13871AD;123.988727874058;S 30
2020286;18702AD;120.91132728321;S 44
2020286;19578AD;114.480068290444;S 39
2020286;18760AD;102.595692765984;S 34
2020286;12210AD;120.734011738974;S 36
2020286;15131AD;128.837527326461;S 30
2020286;18993AD;118.135224345442;S 45
2020287;18163AD;59.6422093841107;S 21
2020287;13285AD;74.1352038163896;S 24
2020287;12420AD;61.1093221898357;S 22
2020287;11543AD;53.6615903608281;S 23
2020287;14041AD;78.4492775337895;S 25
2020287;17931AD;82.3186261873511;S 33
2020287;11021AD;82.8812746328475;S 25
2020287;13554AD;63.1040737356519;S 19
2020287;18752AD;88.4168128632705;S 45
2020288;11743AD;81.9947629506443;S 19
2020288;11630AD;68.9910938927078;S 46
2020288;17244AD;74.9994845155564;S 32
2020288;19275AD;68.7172695236827;S 45
2020288;13547AD;74.9286381717733;S 31
2020288;16747AD;60.3167443693323;S 47
2020288;18417AD;71.9511295115113;S 26
2020289;17861AD;80.9306417496638;S 25
2020289;12328AD;90.9424737609967;S 39
2020289;18090AD;94.5475514625074;S 17
2020289;12162AD;87.7132427931228;S 36
2020289;11866AD;81.4579082969696;S 44
2020289;12053AD;88.1471060148424;S 38
2020289;14234AD;79.0815346259472;S 42
2020289;15990AD;89.2207669126841;S 39
2020289;13383AD;67.639132942465;S 33
2020289;12301AD;99.9093934379052;S 40
2020290;19846AD;102.045325067148;S 30
2020290;16055AD;102.211580885332;S 40
2020290;16850AD;95.2067513149943;S 39
2020290;14611AD;112.277883057048;S 28
2020290;10087AD;93.0922009965562;S 30
2020290;15412AD;97.5622130635808;S 45
2020290;13830AD;95.2823912823776;S 46
2020290;18790AD;107.580620827331;S 40
